total_events_h12,event_type_diversity_h12,unique_repos_h12,last_active_minute_h12,first_active_minute_h12,activity_duration_h12,push_count_h12,pr_count_h12,minutes_since_last_action_h12,is_active_next_hour,total_events_h12_capped,unique_repos_h12_capped,events_per_repo,diversity_score,log_total_events,is_bot_suspect
14,2,1,18,1,6.072818199083592,0.0,0.0,42,0,14,1,7.0,0.14285714285714285,2.70805020110221,0
1,1,1,31,31,0.0,0.0,0.0,29,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,57,56,0.7071067811865476,0.0,1.0,3,1,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,11,11,0.0,1.0,0.0,49,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,30,5,17.67766952966369,2.0,0.0,30,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,1,1,0.0,1.0,0.0,59,0,1,1,0.5,1.0,0.6931471805599453,0
13,5,1,59,37,6.824728791455604,4.0,1.0,1,0,13,1,6.5,0.38461538461538464,2.6390573296152584,0
6,2,1,42,8,12.548572295949317,0.0,0.0,18,0,6,1,3.0,0.3333333333333333,1.9459101490553132,0
1,1,1,30,30,0.0,1.0,0.0,30,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,55,55,0.0,0.0,1.0,5,0,1,1,0.5,1.0,0.6931471805599453,0
5,5,1,3,3,0.0,1.0,1.0,57,0,5,1,2.5,1.0,1.791759469228055,0
2,1,1,18,15,2.1213203435596424,0.0,0.0,42,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,34,34,0.0,1.0,0.0,26,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,5,1,2.8284271247461903,0.0,0.0,55,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,49,48,0.7071067811865476,0.0,0.0,11,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,26,26,0.0,0.0,0.0,34,1,1,1,0.5,1.0,0.6931471805599453,0
2,2,2,53,42,7.7781745930520225,1.0,0.0,7,0,2,2,0.6666666666666666,1.0,1.0986122886681098,0
2,2,1,0,0,0.0,1.0,0.0,60,0,2,1,1.0,1.0,1.0986122886681098,0
3,2,1,58,19,22.516660498395403,1.0,0.0,2,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,9,9,0.0,0.0,0.0,51,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,24,24,0.0,0.0,0.0,36,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,32,32,0.0,1.0,0.0,28,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,2,52,42,5.033222956847167,2.0,0.0,8,0,3,2,1.0,0.6666666666666666,1.3862943611198906,0
1,1,1,55,55,0.0,1.0,0.0,5,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,0,0,0.0,0.0,0.0,60,0,2,1,1.0,1.0,1.0986122886681098,0
5,4,1,12,10,1.0954451150103326,0.0,2.0,48,1,5,1,2.5,0.8,1.791759469228055,0
3,2,1,45,45,0.0,0.0,0.0,15,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,5,5,0.0,1.0,0.0,55,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,45,45,0.0,1.0,0.0,15,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,51,51,0.0,1.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,58,55,1.499999999999999,4.0,0.0,2,1,4,1,2.0,0.25,1.6094379124341003,0
6,3,1,44,10,14.665151436881471,3.0,2.0,16,1,6,1,3.0,0.5,1.9459101490553132,0
1,1,1,3,3,0.0,0.0,0.0,57,0,1,1,0.5,1.0,0.6931471805599453,0
6,2,2,56,4,21.30414670120976,2.0,0.0,4,1,6,2,2.0,0.3333333333333333,1.9459101490553132,0
1,1,1,20,20,0.0,1.0,0.0,40,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,49,49,0.0,0.0,0.0,11,0,2,1,1.0,0.5,1.0986122886681098,0
15,2,1,36,11,7.1660575599405405,9.0,0.0,24,1,15,1,7.5,0.13333333333333333,2.772588722239781,0
1,1,1,54,54,0.0,0.0,0.0,6,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,15,15,0.0,0.0,0.0,45,0,1,1,0.5,1.0,0.6931471805599453,0
11,5,1,54,8,14.204352725965249,3.0,1.0,6,0,11,1,5.5,0.45454545454545453,2.4849066497880004,0
2,1,1,17,7,7.0710678118654755,2.0,0.0,43,0,2,1,1.0,0.5,1.0986122886681098,0
5,1,1,56,2,27.08320512790168,5.0,0.0,4,0,5,1,2.5,0.2,1.791759469228055,0
1,1,1,33,33,0.0,1.0,0.0,27,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,2,41,41,0.0,0.0,0.0,19,0,2,2,0.6666666666666666,1.0,1.0986122886681098,0
1,1,1,4,4,0.0,0.0,0.0,56,0,1,1,0.5,1.0,0.6931471805599453,0
6,1,1,48,37,3.7815340802378064,0.0,0.0,12,0,6,1,3.0,0.16666666666666666,1.9459101490553132,0
15,3,3,57,36,5.462425764996285,5.0,6.0,3,1,15,3,3.75,0.2,2.772588722239781,0
1,1,1,8,8,0.0,1.0,0.0,52,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,59,59,0.0,1.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,42,42,0.0,1.0,0.0,18,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,23,23,0.0,1.0,0.0,37,1,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,47,26,14.849242404917497,1.0,0.0,13,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,44,44,0.0,1.0,0.0,16,1,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,25,8,12.020815280171307,2.0,0.0,35,1,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,21,21,0.0,0.0,0.0,39,0,1,1,0.5,1.0,0.6931471805599453,0
6,4,1,40,19,10.068101443006356,2.0,1.0,20,0,6,1,3.0,0.6666666666666666,1.9459101490553132,0
2,1,2,46,31,10.606601717798213,2.0,0.0,14,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
3,1,1,32,15,8.54400374531753,3.0,0.0,28,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,2,1,3,3,0.0,1.0,1.0,57,1,2,1,1.0,1.0,1.0986122886681098,0
9,4,2,58,12,16.748134224444225,1.0,0.0,2,1,9,2,3.0,0.4444444444444444,2.302585092994046,0
66,3,15,55,9,14.662679580969247,47.0,4.0,5,1,45,6,6.428571428571429,0.06666666666666667,3.828641396489095,0
4,3,3,10,4,2.8722813232690143,1.0,1.0,50,1,4,3,1.0,0.75,1.6094379124341003,0
5,3,4,54,17,13.152946437965905,0.0,1.0,6,0,5,4,1.0,0.6,1.791759469228055,0
48,1,11,58,2,17.3360097497248,0.0,0.0,2,1,45,6,6.428571428571429,0.022222222222222223,3.828641396489095,0
183,2,59,59,0,18.52605559971114,0.0,0.0,1,1,45,6,6.428571428571429,0.044444444444444446,3.828641396489095,0
12,3,1,59,57,0.7784989441615239,2.0,3.0,1,1,12,1,6.0,0.25,2.5649493574615367,0
23,3,12,52,5,14.942974607439345,10.0,12.0,8,1,23,6,3.2857142857142856,0.13043478260869565,3.1780538303479458,0
3,1,3,38,1,19.295940851208403,0.0,0.0,22,1,3,3,0.75,0.3333333333333333,1.3862943611198906,0
1,1,1,58,58,0.0,1.0,0.0,2,1,1,1,0.5,1.0,0.6931471805599453,0
4,2,1,42,18,11.4418821295566,3.0,0.0,18,0,4,1,2.0,0.5,1.6094379124341003,0
3,1,2,43,42,0.5773502691896263,3.0,0.0,17,1,3,2,1.0,0.3333333333333333,1.3862943611198906,0
1,1,1,56,56,0.0,1.0,0.0,4,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,42,42,0.0,0.0,0.0,18,0,1,1,0.5,1.0,0.6931471805599453,0
10,3,3,58,25,11.608904628201003,8.0,0.0,2,0,10,3,2.5,0.3,2.3978952727983707,0
1,1,1,28,28,0.0,0.0,0.0,32,1,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,10,5,3.5355339059327378,0.0,1.0,50,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,2,2,0.0,1.0,0.0,58,0,1,1,0.5,1.0,0.6931471805599453,0
9,2,1,12,3,3.082207001484488,3.0,0.0,48,1,9,1,4.5,0.2222222222222222,2.302585092994046,0
4,1,1,51,2,26.88710967483613,4.0,0.0,9,1,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,9,9,0.0,1.0,0.0,51,0,1,1,0.5,1.0,0.6931471805599453,0
10,1,3,59,8,17.90592701376341,0.0,0.0,1,1,10,3,2.5,0.1,2.3978952727983707,0
3,1,1,49,49,0.0,0.0,0.0,11,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,33,33,0.0,1.0,0.0,27,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,51,51,0.0,1.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,47,46,0.7071067811865476,0.0,1.0,13,1,2,1,1.0,1.0,1.0986122886681098,0
11,4,1,33,16,7.0064904974537034,5.0,3.0,27,0,11,1,5.5,0.36363636363636365,2.4849066497880004,0
7,4,2,59,47,6.4142698058981855,0.0,1.0,1,1,7,2,2.3333333333333335,0.5714285714285714,2.0794415416798357,0
10,2,3,54,34,7.071853442423076,9.0,1.0,6,0,10,3,2.5,0.2,2.3978952727983707,0
2,1,1,37,36,0.7071067811865476,2.0,0.0,23,0,2,1,1.0,0.5,1.0986122886681098,0
9,1,1,36,14,9.096702699330125,9.0,0.0,24,0,9,1,4.5,0.1111111111111111,2.302585092994046,0
6,1,1,47,0,21.02062479249051,6.0,0.0,13,1,6,1,3.0,0.16666666666666666,1.9459101490553132,0
4,2,2,51,46,2.3804761428476175,3.0,1.0,9,0,4,2,1.3333333333333333,0.5,1.6094379124341003,0
2,1,1,49,40,6.363961030678928,2.0,0.0,11,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,36,36,0.0,0.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,1,1,0.0,0.0,0.0,59,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,3,52,35,8.621678104251709,3.0,0.0,8,0,3,3,0.75,0.3333333333333333,1.3862943611198906,0
11,5,4,41,11,10.956940515241719,3.0,3.0,19,1,11,4,2.2,0.45454545454545453,2.4849066497880004,0
1,1,1,58,58,0.0,1.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
6,1,2,57,2,21.37911753713578,6.0,0.0,3,1,6,2,2.0,0.16666666666666666,1.9459101490553132,0
1,1,1,40,40,0.0,1.0,0.0,20,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,2,41,38,2.1213203435596424,0.0,0.0,19,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,1,1,54,16,26.870057685088806,2.0,0.0,6,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,51,45,4.242640687119285,2.0,0.0,9,0,2,1,1.0,0.5,1.0986122886681098,0
6,3,1,15,3,4.277849927241488,3.0,2.0,45,0,6,1,3.0,0.5,1.9459101490553132,0
1,1,1,34,34,0.0,1.0,0.0,26,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,33,33,0.0,1.0,0.0,27,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,14,14,0.0,1.0,0.0,46,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,49,49,0.0,0.0,0.0,11,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,2,43,42,0.7071067811865476,2.0,0.0,17,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,1,1,52,15,26.16295090390226,2.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
47,1,5,59,0,17.492802801759343,47.0,0.0,1,1,45,5,7.5,0.022222222222222223,3.828641396489095,0
2,2,1,39,25,9.899494936611665,0.0,0.0,21,0,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,57,57,0.0,0.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,49,49,0.0,1.0,0.0,11,0,1,1,0.5,1.0,0.6931471805599453,0
23,1,1,58,0,16.55079616679937,23.0,0.0,2,1,23,1,11.5,0.043478260869565216,3.1780538303479458,0
2,1,1,54,52,1.4142135623730951,2.0,0.0,6,0,2,1,1.0,0.5,1.0986122886681098,0
3,2,1,16,15,0.5773502691896258,2.0,1.0,44,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
2,1,1,38,35,2.1213203435596424,0.0,2.0,22,1,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,47,47,0.0,1.0,0.0,13,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,54,23,21.920310216782973,2.0,0.0,6,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,31,6,17.67766952966369,1.0,0.0,29,0,2,1,1.0,1.0,1.0986122886681098,0
3,2,2,53,50,1.7320508075688772,1.0,0.0,7,0,3,2,1.0,0.6666666666666666,1.3862943611198906,0
1,1,1,41,41,0.0,1.0,0.0,19,0,1,1,0.5,1.0,0.6931471805599453,0
29,2,10,33,32,0.18569533817705178,10.0,0.0,27,1,29,6,4.142857142857143,0.06896551724137931,3.4011973816621555,0
4,1,1,13,11,0.9574271077563381,0.0,0.0,47,0,4,1,2.0,0.25,1.6094379124341003,0
2,1,1,45,26,13.435028842544403,0.0,0.0,15,0,2,1,1.0,0.5,1.0986122886681098,0
3,3,3,44,26,9.16515138991168,1.0,0.0,16,0,3,3,0.75,1.0,1.3862943611198906,0
6,2,3,53,2,19.6816327235996,5.0,0.0,7,1,6,3,1.5,0.3333333333333333,1.9459101490553132,0
1,1,1,43,43,0.0,0.0,0.0,17,0,1,1,0.5,1.0,0.6931471805599453,0
4,3,1,47,42,2.629955639676582,1.0,1.0,13,1,4,1,2.0,0.75,1.6094379124341003,0
9,5,1,58,15,21.614681224677923,2.0,1.0,2,0,9,1,4.5,0.5555555555555556,2.302585092994046,0
4,2,4,49,34,7.2341781380702335,2.0,0.0,11,0,4,4,0.8,0.5,1.6094379124341003,0
2,2,1,24,22,1.4142135623730951,0.0,1.0,36,1,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,57,57,0.0,1.0,0.0,3,0,1,1,0.5,1.0,0.6931471805599453,0
7,4,2,50,16,14.929995375242482,0.0,1.0,10,1,7,2,2.3333333333333335,0.5714285714285714,2.0794415416798357,0
1,1,1,28,28,0.0,0.0,0.0,32,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,56,21,17.8978583448784,3.0,0.0,4,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,28,28,0.0,0.0,0.0,32,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,3,3,0.0,1.0,0.0,57,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,49,49,0.0,1.0,0.0,11,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,52,30,15.556349186104045,2.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
3,2,2,22,0,11.015141094572204,2.0,0.0,38,0,3,2,1.0,0.6666666666666666,1.3862943611198906,0
9,1,1,29,12,5.883120864907599,9.0,0.0,31,0,9,1,4.5,0.1111111111111111,2.302585092994046,0
1,1,1,36,36,0.0,1.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,55,55,0.0,1.0,1.0,5,1,2,1,1.0,1.0,1.0986122886681098,0
3,1,1,52,50,1.1547005383792526,3.0,0.0,8,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
29,1,1,58,0,18.6018697084526,29.0,0.0,2,1,29,1,14.5,0.034482758620689655,3.4011973816621555,0
7,5,6,42,2,17.61492873348383,1.0,0.0,18,0,7,6,1.0,0.7142857142857143,2.0794415416798357,0
1,1,1,10,10,0.0,1.0,0.0,50,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,35,16,13.435028842544403,2.0,0.0,25,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,8,2,4.242640687119285,2.0,0.0,52,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,1,1,0.0,0.0,0.0,59,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,38,32,4.242640687119285,2.0,0.0,22,0,2,1,1.0,0.5,1.0986122886681098,0
3,1,1,52,23,14.502873278538063,3.0,0.0,8,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,58,33,13.428824718989127,3.0,0.0,2,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,30,0,21.213203435596427,2.0,0.0,30,0,2,1,1.0,0.5,1.0986122886681098,0
8,2,2,59,34,11.426785574754982,4.0,4.0,1,0,8,2,2.6666666666666665,0.25,2.1972245773362196,0
3,1,1,57,19,19.0,3.0,0.0,3,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
4,1,1,57,10,20.141168453361058,4.0,0.0,3,0,4,1,2.0,0.25,1.6094379124341003,0
2,1,1,35,15,14.142135623730951,2.0,0.0,25,0,2,1,1.0,0.5,1.0986122886681098,0
8,3,1,45,2,17.408946796731517,6.0,1.0,15,0,8,1,4.0,0.375,2.1972245773362196,0
1,1,1,20,20,0.0,1.0,0.0,40,0,1,1,0.5,1.0,0.6931471805599453,0
8,2,4,26,25,0.4629100498862759,0.0,0.0,34,1,8,4,1.6,0.25,2.1972245773362196,0
11,4,1,58,20,13.883934469869711,3.0,2.0,2,1,11,1,5.5,0.36363636363636365,2.4849066497880004,0
9,2,3,59,39,7.3842926389585735,4.0,0.0,1,0,9,3,2.25,0.2222222222222222,2.302585092994046,0
1,1,1,14,14,0.0,0.0,0.0,46,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,59,59,0.0,1.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,50,50,0.0,0.0,0.0,10,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,55,17,19.0,3.0,0.0,5,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
7,2,3,54,36,5.984105932344766,3.0,0.0,6,0,7,3,1.75,0.2857142857142857,2.0794415416798357,0
8,2,3,28,3,9.463274878633266,0.0,3.0,32,1,8,3,2.0,0.25,2.1972245773362196,0
8,3,2,35,5,12.665335143047509,2.0,0.0,25,0,8,2,2.6666666666666665,0.375,2.1972245773362196,0
3,2,2,58,7,26.350205565295564,0.0,0.0,2,0,3,2,1.0,0.6666666666666666,1.3862943611198906,0
1,1,1,51,51,0.0,1.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,42,42,0.0,0.0,0.0,18,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,55,38,12.020815280171307,2.0,0.0,5,0,2,1,1.0,0.5,1.0986122886681098,0
4,3,2,52,9,19.30457631409368,2.0,0.0,8,0,4,2,1.3333333333333333,0.75,1.6094379124341003,0
2,1,1,36,35,0.7071067811865476,2.0,0.0,24,0,2,1,1.0,0.5,1.0986122886681098,0
4,2,2,43,18,11.870832602082581,1.0,0.0,17,1,4,2,1.3333333333333333,0.5,1.6094379124341003,0
1,1,1,52,52,0.0,0.0,0.0,8,0,1,1,0.5,1.0,0.6931471805599453,0
4,2,2,45,10,16.859715300087363,0.0,2.0,15,0,4,2,1.3333333333333333,0.5,1.6094379124341003,0
1,1,1,32,32,0.0,1.0,0.0,28,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,47,47,0.0,1.0,0.0,13,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,20,20,0.0,1.0,0.0,40,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,3,3,0.0,1.0,0.0,57,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,53,15,26.870057685088806,2.0,0.0,7,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,43,31,8.48528137423857,2.0,0.0,17,0,2,1,1.0,0.5,1.0986122886681098,0
7,4,2,59,3,20.525245778935613,1.0,3.0,1,0,7,2,2.3333333333333335,0.5714285714285714,2.0794415416798357,0
1,1,1,34,34,0.0,0.0,0.0,26,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,38,35,2.1213203435596424,0.0,1.0,22,0,2,1,1.0,1.0,1.0986122886681098,0
2,2,1,59,58,0.7071067811865476,0.0,1.0,1,0,2,1,1.0,1.0,1.0986122886681098,0
2,2,1,50,49,0.7071067811865476,0.0,0.0,10,0,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,36,17,13.435028842544403,2.0,0.0,24,0,2,1,1.0,0.5,1.0986122886681098,0
6,1,1,58,7,18.72965562950905,6.0,0.0,2,1,6,1,3.0,0.16666666666666666,1.9459101490553132,0
1,1,1,59,59,0.0,0.0,0.0,1,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,34,34,0.0,1.0,0.0,26,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,58,58,0.0,1.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,57,57,0.0,1.0,0.0,3,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,57,53,2.8284271247461903,2.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,13,13,0.0,1.0,0.0,47,1,1,1,0.5,1.0,0.6931471805599453,0
8,1,1,51,5,22.435622185648047,8.0,0.0,9,1,8,1,4.0,0.125,2.1972245773362196,0
2,1,1,55,55,0.0,0.0,0.0,5,0,2,1,1.0,0.5,1.0986122886681098,0
4,4,1,44,4,20.0,1.0,1.0,16,0,4,1,2.0,1.0,1.6094379124341003,0
6,2,1,1,0,0.5163977794943222,0.0,0.0,59,0,6,1,3.0,0.3333333333333333,1.9459101490553132,0
4,4,1,3,3,0.0,1.0,1.0,57,1,4,1,2.0,1.0,1.6094379124341003,0
1,1,1,31,31,0.0,1.0,0.0,29,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,57,36,14.849242404917497,2.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,50,30,14.142135623730951,2.0,0.0,10,0,2,1,1.0,0.5,1.0986122886681098,0
8,2,1,56,31,9.818895777311942,6.0,0.0,4,0,8,1,4.0,0.25,2.1972245773362196,0
1,1,1,55,55,0.0,1.0,0.0,5,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,34,15,13.435028842544403,2.0,0.0,26,0,2,1,1.0,0.5,1.0986122886681098,0
3,1,2,57,42,8.660254037844387,0.0,0.0,3,0,3,2,1.0,0.3333333333333333,1.3862943611198906,0
2,1,1,57,56,0.7071067811865476,2.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,59,19,28.284271247461902,2.0,0.0,1,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,9,9,0.0,0.0,0.0,51,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,54,54,0.0,1.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,2,43,42,0.7071067811865476,0.0,1.0,17,0,2,2,0.6666666666666666,1.0,1.0986122886681098,0
1,1,1,30,30,0.0,1.0,0.0,30,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,12,12,0.0,1.0,0.0,48,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,24,24,0.0,0.0,0.0,36,1,1,1,0.5,1.0,0.6931471805599453,0
8,1,2,41,40,0.3535533905932738,0.0,0.0,19,0,8,2,2.6666666666666665,0.125,2.1972245773362196,0
2,1,2,51,51,0.0,2.0,0.0,9,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
1,1,1,18,18,0.0,1.0,0.0,42,0,1,1,0.5,1.0,0.6931471805599453,0
35,4,7,58,55,0.9500110569900551,9.0,9.0,2,1,35,6,5.0,0.11428571428571428,3.58351893845611,0
1,1,1,27,27,0.0,1.0,0.0,33,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,38,8,16.77299416721217,3.0,0.0,22,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,59,59,0.0,0.0,0.0,1,1,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,9,9,0.0,1.0,0.0,51,0,1,1,0.5,1.0,0.6931471805599453,0
59,1,1,55,0,17.252753699857216,0.0,0.0,5,1,45,1,22.5,0.022222222222222223,3.828641396489095,0
1,1,1,51,51,0.0,0.0,1.0,9,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,23,23,0.0,0.0,0.0,37,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,51,51,0.0,0.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
11,1,1,53,6,10.587299423880912,0.0,0.0,7,0,11,1,5.5,0.09090909090909091,2.4849066497880004,0
2,2,1,44,6,26.870057685088806,1.0,0.0,16,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,56,56,0.0,0.0,0.0,4,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,26,25,0.7071067811865476,2.0,0.0,34,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,54,54,0.0,0.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
5,1,1,20,13,2.9495762407505253,5.0,0.0,40,0,5,1,2.5,0.2,1.791759469228055,0
5,3,3,53,17,15.274161188098024,0.0,0.0,7,0,5,3,1.25,0.6,1.791759469228055,0
1,1,1,46,46,0.0,1.0,0.0,14,0,1,1,0.5,1.0,0.6931471805599453,0
3,3,1,43,33,5.291502622129181,1.0,1.0,17,1,3,1,1.5,1.0,1.3862943611198906,0
2,1,2,36,35,0.7071067811865476,0.0,0.0,24,1,2,2,0.6666666666666666,0.5,1.0986122886681098,0
1,1,1,3,3,0.0,0.0,0.0,57,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,11,11,0.0,1.0,0.0,49,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,47,47,0.0,1.0,0.0,13,0,1,1,0.5,1.0,0.6931471805599453,0
4,2,1,56,45,6.350852961085884,0.0,0.0,4,1,4,1,2.0,0.5,1.6094379124341003,0
3,2,2,56,17,19.60442127004348,1.0,0.0,4,0,3,2,1.0,0.6666666666666666,1.3862943611198906,0
2,2,1,58,58,0.0,1.0,1.0,2,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,54,54,0.0,1.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
23,1,1,55,10,12.179487712897313,23.0,0.0,5,0,23,1,11.5,0.043478260869565216,3.1780538303479458,0
2,2,1,59,58,0.7071067811865476,0.0,1.0,1,0,2,1,1.0,1.0,1.0986122886681098,0
5,4,1,41,24,7.362064927722384,1.0,1.0,19,1,5,1,2.5,0.8,1.791759469228055,0
1,1,1,43,43,0.0,1.0,0.0,17,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,57,54,2.1213203435596424,2.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
5,2,1,58,40,6.5038450166036395,2.0,0.0,2,0,5,1,2.5,0.4,1.791759469228055,0
5,1,3,58,39,7.63544366752843,0.0,0.0,2,0,5,3,1.25,0.2,1.791759469228055,0
1,1,1,50,50,0.0,1.0,0.0,10,0,1,1,0.5,1.0,0.6931471805599453,0
3,3,1,51,28,13.279056191361393,0.0,0.0,9,1,3,1,1.5,1.0,1.3862943611198906,0
1,1,1,58,58,0.0,0.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,2,59,20,19.857828011475306,3.0,0.0,1,0,3,2,1.0,0.3333333333333333,1.3862943611198906,0
2,2,1,22,22,0.0,1.0,1.0,38,0,2,1,1.0,1.0,1.0986122886681098,0
